states,cases,date
ap,0,23-Mar-20
ar,0,23-Mar-20
as,0,23-Mar-20
br,0,23-Mar-20
ch,0,23-Mar-20
ct,0,23-Mar-20
dd,0,23-Mar-20
dl,0,23-Mar-20
dn,0,23-Mar-20
ga,0,23-Mar-20
gj,0,23-Mar-20
hp,0,23-Mar-20
hr,11,23-Mar-20
jh,0,23-Mar-20
jk,0,23-Mar-20
ka,1,23-Mar-20
kl,0,23-Mar-20
la,0,23-Mar-20
ld,0,23-Mar-20
mh,0,23-Mar-20
ml,0,23-Mar-20
mn,0,23-Mar-20
mp,0,23-Mar-20
mz,0,23-Mar-20
nl,0,23-Mar-20
or,0,23-Mar-20
pb,0,23-Mar-20
py,0,23-Mar-20
rj,0,23-Mar-20
sk,0,23-Mar-20
tg,0,23-Mar-20
tn,0,23-Mar-20
tr,0,23-Mar-20
tt,12,23-Mar-20
un,0,23-Mar-20
up,0,23-Mar-20
ut,0,23-Mar-20
wb,0,23-Mar-20
an,0,23-Mar-20
ap,0,23-Mar-20
ar,0,23-Mar-20
as,0,23-Mar-20
br,0,23-Mar-20
ch,0,23-Mar-20
ct,0,23-Mar-20
dd,0,23-Mar-20
dl,0,23-Mar-20
dn,0,23-Mar-20
ga,0,23-Mar-20
gj,0,23-Mar-20
hp,1,23-Mar-20
hr,0,23-Mar-20
jh,0,23-Mar-20
jk,0,23-Mar-20
ka,0,23-Mar-20
kl,0,23-Mar-20
la,0,23-Mar-20
ld,0,23-Mar-20
mh,0,23-Mar-20
ml,0,23-Mar-20
mn,0,23-Mar-20
mp,0,23-Mar-20
mz,0,23-Mar-20
nl,0,23-Mar-20
or,0,23-Mar-20
pb,0,23-Mar-20
py,0,23-Mar-20
rj,0,23-Mar-20
sk,0,23-Mar-20
tg,0,23-Mar-20
tn,0,23-Mar-20
tr,0,23-Mar-20
tt,2,23-Mar-20
un,0,23-Mar-20
up,0,23-Mar-20
ut,0,23-Mar-20
wb,1,23-Mar-20
an,0,24-Mar-20
ap,1,24-Mar-20
ar,0,24-Mar-20
as,0,24-Mar-20
br,0,24-Mar-20
ch,0,24-Mar-20
ct,0,24-Mar-20
dd,0,24-Mar-20
dl,0,24-Mar-20
dn,0,24-Mar-20
ga,0,24-Mar-20
gj,4,24-Mar-20
hp,0,24-Mar-20
hr,2,24-Mar-20
jh,0,24-Mar-20
jk,2,24-Mar-20
ka,8,24-Mar-20
kl,14,24-Mar-20
la,0,24-Mar-20
ld,0,24-Mar-20
mh,10,24-Mar-20
ml,0,24-Mar-20
mn,1,24-Mar-20
mp,1,24-Mar-20
mz,0,24-Mar-20
nl,0,24-Mar-20
or,0,24-Mar-20
pb,6,24-Mar-20
py,0,24-Mar-20
rj,0,24-Mar-20
sk,0,24-Mar-20
tg,4,24-Mar-20
tn,6,24-Mar-20
tr,0,24-Mar-20
tt,64,24-Mar-20
un,0,24-Mar-20
up,3,24-Mar-20
ut,0,24-Mar-20
wb,2,24-Mar-20
an,0,24-Mar-20
ap,0,24-Mar-20
ar,0,24-Mar-20
as,0,24-Mar-20
br,0,24-Mar-20
ch,0,24-Mar-20
ct,0,24-Mar-20
dd,0,24-Mar-20
dl,1,24-Mar-20
dn,0,24-Mar-20
ga,0,24-Mar-20
gj,0,24-Mar-20
hp,0,24-Mar-20
hr,0,24-Mar-20
jh,0,24-Mar-20
jk,0,24-Mar-20
ka,1,24-Mar-20
kl,1,24-Mar-20
la,0,24-Mar-20
ld,0,24-Mar-20
mh,0,24-Mar-20
ml,0,24-Mar-20
mn,0,24-Mar-20
mp,0,24-Mar-20
mz,0,24-Mar-20
nl,0,24-Mar-20
or,0,24-Mar-20
pb,0,24-Mar-20
py,0,24-Mar-20
rj,0,24-Mar-20
sk,0,24-Mar-20
tg,0,24-Mar-20
tn,0,24-Mar-20
tr,0,24-Mar-20
tt,5,24-Mar-20
un,0,24-Mar-20
up,2,24-Mar-20
ut,0,24-Mar-20
wb,0,24-Mar-20
an,0,24-Mar-20
ap,0,24-Mar-20
ar,0,24-Mar-20
as,0,24-Mar-20
br,0,24-Mar-20
ch,0,24-Mar-20
ct,0,24-Mar-20
dd,0,24-Mar-20
dl,0,24-Mar-20
dn,0,24-Mar-20
ga,0,24-Mar-20
gj,0,24-Mar-20
hp,0,24-Mar-20
hr,0,24-Mar-20
jh,0,24-Mar-20
jk,0,24-Mar-20
ka,0,24-Mar-20
kl,0,24-Mar-20
la,0,24-Mar-20
ld,0,24-Mar-20
mh,0,24-Mar-20
ml,0,24-Mar-20
mn,0,24-Mar-20
mp,0,24-Mar-20
mz,0,24-Mar-20
nl,0,24-Mar-20
or,0,24-Mar-20
pb,0,24-Mar-20
py,0,24-Mar-20
rj,0,24-Mar-20
sk,0,24-Mar-20
tg,0,24-Mar-20
tn,1,24-Mar-20
tr,0,24-Mar-20
tt,1,24-Mar-20
un,0,24-Mar-20
up,0,24-Mar-20
ut,0,24-Mar-20
wb,0,24-Mar-20
an,0,25-Mar-20
ap,2,25-Mar-20
ar,0,25-Mar-20
as,0,25-Mar-20
br,1,25-Mar-20
ch,0,25-Mar-20
ct,2,25-Mar-20
dd,0,25-Mar-20
dl,5,25-Mar-20
dn,0,25-Mar-20
ga,3,25-Mar-20
gj,4,25-Mar-20
hp,0,25-Mar-20
hr,1,25-Mar-20
jh,0,25-Mar-20
jk,5,25-Mar-20
ka,10,25-Mar-20
kl,9,25-Mar-20
la,0,25-Mar-20
ld,0,25-Mar-20
mh,15,25-Mar-20
ml,0,25-Mar-20
mn,0,25-Mar-20
mp,8,25-Mar-20
mz,1,25-Mar-20
nl,0,25-Mar-20
or,0,25-Mar-20
pb,2,25-Mar-20
py,0,25-Mar-20
rj,6,25-Mar-20
sk,0,25-Mar-20
tg,4,25-Mar-20
tn,8,25-Mar-20
tr,0,25-Mar-20
tt,90,25-Mar-20
un,0,25-Mar-20
up,3,25-Mar-20
ut,1,25-Mar-20
wb,0,25-Mar-20
an,0,25-Mar-20
ap,1,25-Mar-20
ar,0,25-Mar-20
as,0,25-Mar-20
br,0,25-Mar-20
ch,0,25-Mar-20
ct,0,25-Mar-20
dd,0,25-Mar-20
dl,0,25-Mar-20
dn,0,25-Mar-20
ga,0,25-Mar-20
gj,0,25-Mar-20
hp,0,25-Mar-20
hr,0,25-Mar-20
jh,0,25-Mar-20
jk,1,25-Mar-20
ka,0,25-Mar-20
kl,0,25-Mar-20
la,0,25-Mar-20
ld,0,25-Mar-20
mh,1,25-Mar-20
ml,0,25-Mar-20
mn,0,25-Mar-20
mp,0,25-Mar-20
mz,0,25-Mar-20
nl,0,25-Mar-20
or,0,25-Mar-20
pb,0,25-Mar-20
py,0,25-Mar-20
rj,0,25-Mar-20
sk,0,25-Mar-20
tg,0,25-Mar-20
tn,0,25-Mar-20
tr,0,25-Mar-20
tt,3,25-Mar-20
un,0,25-Mar-20
up,0,25-Mar-20
ut,0,25-Mar-20
wb,0,25-Mar-20
an,0,25-Mar-20
ap,0,25-Mar-20
ar,0,25-Mar-20
as,0,25-Mar-20
br,0,25-Mar-20
ch,0,25-Mar-20
ct,0,25-Mar-20
dd,0,25-Mar-20
dl,0,25-Mar-20
dn,0,25-Mar-20
ga,0,25-Mar-20
gj,0,25-Mar-20
hp,0,25-Mar-20
hr,0,25-Mar-20
jh,0,25-Mar-20
jk,0,25-Mar-20
ka,0,25-Mar-20
kl,0,25-Mar-20
la,0,25-Mar-20
ld,0,25-Mar-20
mh,0,25-Mar-20
ml,0,25-Mar-20
mn,0,25-Mar-20
mp,1,25-Mar-20
mz,0,25-Mar-20
nl,0,25-Mar-20
or,0,25-Mar-20
pb,0,25-Mar-20
py,0,25-Mar-20
rj,0,25-Mar-20
sk,0,25-Mar-20
tg,0,25-Mar-20
tn,0,25-Mar-20
tr,0,25-Mar-20
tt,1,25-Mar-20
un,0,25-Mar-20
up,0,25-Mar-20
ut,0,25-Mar-20
wb,0,25-Mar-20
an,1,26-Mar-20
ap,1,26-Mar-20
ar,0,26-Mar-20
as,0,26-Mar-20
br,3,26-Mar-20
ch,0,26-Mar-20
ct,3,26-Mar-20
dd,0,26-Mar-20
dl,1,26-Mar-20
dn,0,26-Mar-20
ga,0,26-Mar-20
gj,5,26-Mar-20
hp,0,26-Mar-20
hr,1,26-Mar-20
jh,0,26-Mar-20
jk,3,26-Mar-20
ka,4,26-Mar-20
kl,19,26-Mar-20
la,0,26-Mar-20
ld,0,26-Mar-20
mh,3,26-Mar-20
ml,0,26-Mar-20
mn,0,26-Mar-20
mp,5,26-Mar-20
mz,0,26-Mar-20
nl,0,26-Mar-20
or,1,26-Mar-20
pb,2,26-Mar-20
py,0,26-Mar-20
rj,2,26-Mar-20
sk,0,26-Mar-20
tg,3,26-Mar-20
tn,3,26-Mar-20
tr,0,26-Mar-20
tt,65,26-Mar-20
un,0,26-Mar-20
up,4,26-Mar-20
ut,0,26-Mar-20
wb,1,26-Mar-20
an,0,26-Mar-20
ap,0,26-Mar-20
ar,0,26-Mar-20
as,0,26-Mar-20
br,0,26-Mar-20
ch,0,26-Mar-20
ct,0,26-Mar-20
dd,0,26-Mar-20
dl,0,26-Mar-20
dn,0,26-Mar-20
ga,0,26-Mar-20
gj,0,26-Mar-20
hp,0,26-Mar-20
hr,0,26-Mar-20
jh,0,26-Mar-20
jk,0,26-Mar-20
ka,0,26-Mar-20
kl,7,26-Mar-20
la,0,26-Mar-20
ld,0,26-Mar-20
mh,0,26-Mar-20
ml,0,26-Mar-20
mn,0,26-Mar-20
mp,0,26-Mar-20
mz,0,26-Mar-20
nl,0,26-Mar-20
or,0,26-Mar-20
pb,0,26-Mar-20
py,0,26-Mar-20
rj,0,26-Mar-20
sk,0,26-Mar-20
tg,0,26-Mar-20
tn,0,26-Mar-20
tr,0,26-Mar-20
tt,7,26-Mar-20
un,0,26-Mar-20
up,0,26-Mar-20
ut,0,26-Mar-20
wb,0,26-Mar-20
an,0,26-Mar-20
ap,0,26-Mar-20
ar,0,26-Mar-20
as,0,26-Mar-20
br,0,26-Mar-20
ch,0,26-Mar-20
ct,0,26-Mar-20
dd,0,26-Mar-20
dl,0,26-Mar-20
dn,0,26-Mar-20
ga,0,26-Mar-20
gj,2,26-Mar-20
hp,0,26-Mar-20
hr,0,26-Mar-20
jh,0,26-Mar-20
jk,1,26-Mar-20
ka,1,26-Mar-20
kl,0,26-Mar-20
la,0,26-Mar-20
ld,0,26-Mar-20
mh,1,26-Mar-20
ml,0,26-Mar-20
mn,0,26-Mar-20
mp,0,26-Mar-20
mz,0,26-Mar-20
nl,0,26-Mar-20
or,0,26-Mar-20
pb,0,26-Mar-20
py,0,26-Mar-20
rj,0,26-Mar-20
sk,0,26-Mar-20
tg,0,26-Mar-20
tn,0,26-Mar-20
tr,0,26-Mar-20
tt,5,26-Mar-20
un,0,26-Mar-20
up,0,26-Mar-20
ut,0,26-Mar-20
wb,0,26-Mar-20
an,5,27-Mar-20
ap,2,27-Mar-20
ar,0,27-Mar-20
as,0,27-Mar-20
br,2,27-Mar-20
ch,1,27-Mar-20
ct,0,27-Mar-20
dd,0,27-Mar-20
dl,4,27-Mar-20
dn,0,27-Mar-20
ga,0,27-Mar-20
gj,4,27-Mar-20
hp,0,27-Mar-20
hr,1,27-Mar-20
jh,0,27-Mar-20
jk,6,27-Mar-20
ka,9,27-Mar-20
kl,39,27-Mar-20
la,0,27-Mar-20
ld,0,27-Mar-20
mh,31,27-Mar-20
ml,0,27-Mar-20
mn,0,27-Mar-20
mp,9,27-Mar-20
mz,0,27-Mar-20
nl,0,27-Mar-20
or,0,27-Mar-20
pb,5,27-Mar-20
py,0,27-Mar-20
rj,10,27-Mar-20
sk,0,27-Mar-20
tg,15,27-Mar-20
tn,9,27-Mar-20
tr,0,27-Mar-20
tt,164,27-Mar-20
un,0,27-Mar-20
up,7,27-Mar-20
ut,0,27-Mar-20
wb,5,27-Mar-20
an,0,27-Mar-20
ap,0,27-Mar-20
ar,0,27-Mar-20
as,0,27-Mar-20
br,0,27-Mar-20
ch,0,27-Mar-20
ct,0,27-Mar-20
dd,0,27-Mar-20
dl,0,27-Mar-20
dn,0,27-Mar-20
ga,0,27-Mar-20
gj,0,27-Mar-20
hp,1,27-Mar-20
hr,0,27-Mar-20
jh,0,27-Mar-20
jk,0,27-Mar-20
ka,2,27-Mar-20
kl,0,27-Mar-20
la,3,27-Mar-20
ld,0,27-Mar-20
mh,18,27-Mar-20
ml,0,27-Mar-20
mn,0,27-Mar-20
mp,0,27-Mar-20
mz,0,27-Mar-20
nl,0,27-Mar-20
or,0,27-Mar-20
pb,1,27-Mar-20
py,0,27-Mar-20
rj,0,27-Mar-20
sk,0,27-Mar-20
tg,0,27-Mar-20
tn,1,27-Mar-20
tr,0,27-Mar-20
tt,26,27-Mar-20
un,0,27-Mar-20
up,0,27-Mar-20
ut,0,27-Mar-20
wb,0,27-Mar-20
an,0,27-Mar-20
ap,0,27-Mar-20
ar,0,27-Mar-20
as,0,27-Mar-20
br,0,27-Mar-20
ch,0,27-Mar-20
ct,0,27-Mar-20
dd,0,27-Mar-20
dl,0,27-Mar-20
dn,0,27-Mar-20
ga,0,27-Mar-20
gj,0,27-Mar-20
hp,0,27-Mar-20
hr,0,27-Mar-20
jh,0,27-Mar-20
jk,0,27-Mar-20
ka,1,27-Mar-20
kl,0,27-Mar-20
la,0,27-Mar-20
ld,0,27-Mar-20
mh,1,27-Mar-20
ml,0,27-Mar-20
mn,0,27-Mar-20
mp,1,27-Mar-20
mz,0,27-Mar-20
nl,0,27-Mar-20
or,0,27-Mar-20
pb,0,27-Mar-20
py,0,27-Mar-20
rj,0,27-Mar-20
sk,0,27-Mar-20
tg,0,27-Mar-20
tn,0,27-Mar-20
tr,0,27-Mar-20
tt,3,27-Mar-20
un,0,27-Mar-20
up,0,27-Mar-20
ut,0,27-Mar-20
wb,0,27-Mar-20
an,3,28-Mar-20
ap,6,28-Mar-20
ar,0,28-Mar-20
as,0,28-Mar-20
br,2,28-Mar-20
ch,0,28-Mar-20
ct,1,28-Mar-20
dd,0,28-Mar-20
dl,9,28-Mar-20
dn,0,28-Mar-20
ga,0,28-Mar-20
gj,8,28-Mar-20
hp,0,28-Mar-20
hr,2,28-Mar-20
jh,0,28-Mar-20
jk,13,28-Mar-20
ka,17,28-Mar-20
kl,6,28-Mar-20
la,0,28-Mar-20
ld,0,28-Mar-20
mh,30,28-Mar-20
ml,0,28-Mar-20
mn,0,28-Mar-20
mp,10,28-Mar-20
mz,0,28-Mar-20
nl,0,28-Mar-20
or,0,28-Mar-20
pb,0,28-Mar-20
py,0,28-Mar-20
rj,4,28-Mar-20
sk,0,28-Mar-20
tg,8,28-Mar-20
tn,4,28-Mar-20
tr,0,28-Mar-20
tt,143,28-Mar-20
un,0,28-Mar-20
up,16,28-Mar-20
ut,1,28-Mar-20
wb,3,28-Mar-20
an,0,28-Mar-20
ap,0,28-Mar-20
ar,0,28-Mar-20
as,0,28-Mar-20
br,0,28-Mar-20
ch,0,28-Mar-20
ct,0,28-Mar-20
dd,0,28-Mar-20
dl,0,28-Mar-20
dn,0,28-Mar-20
ga,0,28-Mar-20
gj,0,28-Mar-20
hp,1,28-Mar-20
hr,0,28-Mar-20
jh,0,28-Mar-20
jk,0,28-Mar-20
ka,0,28-Mar-20
kl,1,28-Mar-20
la,0,28-Mar-20
ld,0,28-Mar-20
mh,6,28-Mar-20
ml,0,28-Mar-20
mn,0,28-Mar-20
mp,0,28-Mar-20
mz,0,28-Mar-20
nl,0,28-Mar-20
or,0,28-Mar-20
pb,0,28-Mar-20
py,0,28-Mar-20
rj,0,28-Mar-20
sk,0,28-Mar-20
tg,0,28-Mar-20
tn,0,28-Mar-20
tr,0,28-Mar-20
tt,9,28-Mar-20
un,0,28-Mar-20
up,0,28-Mar-20
ut,1,28-Mar-20
wb,0,28-Mar-20
an,0,28-Mar-20
ap,0,28-Mar-20
ar,0,28-Mar-20
as,0,28-Mar-20
br,0,28-Mar-20
ch,0,28-Mar-20
ct,0,28-Mar-20
dd,0,28-Mar-20
dl,0,28-Mar-20
dn,0,28-Mar-20
ga,0,28-Mar-20
gj,1,28-Mar-20
hp,0,28-Mar-20
hr,0,28-Mar-20
jh,0,28-Mar-20
jk,0,28-Mar-20
ka,0,28-Mar-20
kl,1,28-Mar-20
la,0,28-Mar-20
ld,0,28-Mar-20
mh,2,28-Mar-20
ml,0,28-Mar-20
mn,0,28-Mar-20
mp,0,28-Mar-20
mz,0,28-Mar-20
nl,0,28-Mar-20
or,0,28-Mar-20
pb,0,28-Mar-20
py,0,28-Mar-20
rj,0,28-Mar-20
sk,0,28-Mar-20
tg,1,28-Mar-20
tn,0,28-Mar-20
tr,0,28-Mar-20
tt,5,28-Mar-20
un,0,28-Mar-20
up,0,28-Mar-20
ut,0,28-Mar-20
wb,0,28-Mar-20
an,0,29-Mar-20
ap,2,29-Mar-20
ar,0,29-Mar-20
as,0,29-Mar-20
br,4,29-Mar-20
ch,0,29-Mar-20
ct,0,29-Mar-20
dd,0,29-Mar-20
dl,23,29-Mar-20
dn,0,29-Mar-20
ga,2,29-Mar-20
gj,8,29-Mar-20
hp,0,29-Mar-20
hr,0,29-Mar-20
jh,0,29-Mar-20
jk,5,29-Mar-20
ka,2,29-Mar-20
kl,20,29-Mar-20
la,0,29-Mar-20
ld,0,29-Mar-20
mh,17,29-Mar-20
ml,0,29-Mar-20
mn,0,29-Mar-20
mp,0,29-Mar-20
mz,0,29-Mar-20
nl,0,29-Mar-20
or,0,29-Mar-20
pb,0,29-Mar-20
py,0,29-Mar-20
rj,5,29-Mar-20
sk,0,29-Mar-20
tg,3,29-Mar-20
tn,8,29-Mar-20
tr,0,29-Mar-20
tt,110,29-Mar-20
un,0,29-Mar-20
up,7,29-Mar-20
ut,1,29-Mar-20
wb,3,29-Mar-20
an,0,29-Mar-20
ap,0,29-Mar-20
ar,0,29-Mar-20
as,0,29-Mar-20
br,0,29-Mar-20
ch,0,29-Mar-20
ct,0,29-Mar-20
dd,0,29-Mar-20
dl,0,29-Mar-20
dn,0,29-Mar-20
ga,0,29-Mar-20
gj,1,29-Mar-20
hp,0,29-Mar-20
hr,0,29-Mar-20
jh,0,29-Mar-20
jk,0,29-Mar-20
ka,0,29-Mar-20
kl,4,29-Mar-20
la,0,29-Mar-20
ld,0,29-Mar-20
mh,0,29-Mar-20
ml,0,29-Mar-20
mn,0,29-Mar-20
mp,0,29-Mar-20
mz,0,29-Mar-20
nl,0,29-Mar-20
or,0,29-Mar-20
pb,0,29-Mar-20
py,0,29-Mar-20
rj,0,29-Mar-20
sk,0,29-Mar-20
tg,0,29-Mar-20
tn,0,29-Mar-20
tr,0,29-Mar-20
tt,5,29-Mar-20
un,0,29-Mar-20
up,0,29-Mar-20
ut,0,29-Mar-20
wb,0,29-Mar-20
an,0,29-Mar-20
ap,0,29-Mar-20
ar,0,29-Mar-20
as,0,29-Mar-20
br,0,29-Mar-20
ch,0,29-Mar-20
ct,0,29-Mar-20
dd,0,29-Mar-20
dl,1,29-Mar-20
dn,0,29-Mar-20
ga,0,29-Mar-20
gj,1,29-Mar-20
hp,0,29-Mar-20
hr,0,29-Mar-20
jh,0,29-Mar-20
jk,0,29-Mar-20
ka,0,29-Mar-20
kl,0,29-Mar-20
la,0,29-Mar-20
ld,0,29-Mar-20
mh,1,29-Mar-20
ml,0,29-Mar-20
mn,0,29-Mar-20
mp,0,29-Mar-20
mz,0,29-Mar-20
nl,0,29-Mar-20
or,0,29-Mar-20
pb,0,29-Mar-20
py,0,29-Mar-20
rj,0,29-Mar-20
sk,0,29-Mar-20
tg,0,29-Mar-20
tn,0,29-Mar-20
tr,0,29-Mar-20
tt,3,29-Mar-20
un,0,29-Mar-20
up,0,29-Mar-20
ut,0,29-Mar-20
wb,0,29-Mar-20
an,1,30-Mar-20
ap,2,30-Mar-20
ar,0,30-Mar-20
as,0,30-Mar-20
br,0,30-Mar-20
ch,5,30-Mar-20
ct,1,30-Mar-20
dd,0,30-Mar-20
dl,25,30-Mar-20
dn,0,30-Mar-20
ga,0,30-Mar-20
gj,7,30-Mar-20
hp,0,30-Mar-20
hr,1,30-Mar-20
jh,0,30-Mar-20
jk,11,30-Mar-20
ka,5,30-Mar-20
kl,32,30-Mar-20
la,0,30-Mar-20
ld,0,30-Mar-20
mh,17,30-Mar-20
ml,0,30-Mar-20
mn,0,30-Mar-20
mp,8,30-Mar-20
mz,0,30-Mar-20
nl,0,30-Mar-20
or,0,30-Mar-20
pb,3,30-Mar-20
py,0,30-Mar-20
rj,20,30-Mar-20
sk,0,30-Mar-20
tg,7,30-Mar-20
tn,17,30-Mar-20
tr,0,30-Mar-20
tt,187,30-Mar-20
un,0,30-Mar-20
up,24,30-Mar-20
ut,0,30-Mar-20
wb,1,30-Mar-20
an,0,30-Mar-20
ap,0,30-Mar-20
ar,0,30-Mar-20
as,0,30-Mar-20
br,0,30-Mar-20
ch,0,30-Mar-20
ct,0,30-Mar-20
dd,0,30-Mar-20
dl,0,30-Mar-20
dn,0,30-Mar-20
ga,0,30-Mar-20
gj,2,30-Mar-20
hp,0,30-Mar-20
hr,6,30-Mar-20
jh,0,30-Mar-20
jk,0,30-Mar-20
ka,1,30-Mar-20
kl,4,30-Mar-20
la,0,30-Mar-20
ld,0,30-Mar-20
mh,14,30-Mar-20
ml,0,30-Mar-20
mn,0,30-Mar-20
mp,0,30-Mar-20
mz,0,30-Mar-20
nl,0,30-Mar-20
or,0,30-Mar-20
pb,0,30-Mar-20
py,0,30-Mar-20
rj,0,30-Mar-20
sk,0,30-Mar-20
tg,13,30-Mar-20
tn,2,30-Mar-20
tr,0,30-Mar-20
tt,49,30-Mar-20
un,0,30-Mar-20
up,6,30-Mar-20
ut,1,30-Mar-20
wb,0,30-Mar-20
an,0,30-Mar-20
ap,0,30-Mar-20
ar,0,30-Mar-20
as,0,30-Mar-20
br,0,30-Mar-20
ch,0,30-Mar-20
ct,0,30-Mar-20
dd,0,30-Mar-20
dl,0,30-Mar-20
dn,0,30-Mar-20
ga,0,30-Mar-20
gj,1,30-Mar-20
hp,0,30-Mar-20
hr,0,30-Mar-20
jh,0,30-Mar-20
jk,0,30-Mar-20
ka,0,30-Mar-20
kl,0,30-Mar-20
la,0,30-Mar-20
ld,0,30-Mar-20
mh,2,30-Mar-20
ml,0,30-Mar-20
mn,0,30-Mar-20
mp,2,30-Mar-20
mz,0,30-Mar-20
nl,0,30-Mar-20
or,0,30-Mar-20
pb,2,30-Mar-20
py,0,30-Mar-20
rj,0,30-Mar-20
sk,0,30-Mar-20
tg,5,30-Mar-20
tn,0,30-Mar-20
tr,0,30-Mar-20
tt,13,30-Mar-20
un,0,30-Mar-20
up,0,30-Mar-20
ut,0,30-Mar-20
wb,1,30-Mar-20
an,0,31-Mar-20
ap,21,31-Mar-20
ar,0,31-Mar-20
as,1,31-Mar-20
br,6,31-Mar-20
ch,2,31-Mar-20
ct,1,31-Mar-20
dd,0,31-Mar-20
dl,23,31-Mar-20
dn,0,31-Mar-20
ga,0,31-Mar-20
gj,4,31-Mar-20
hp,0,31-Mar-20
hr,7,31-Mar-20
jh,1,31-Mar-20
jk,6,31-Mar-20
ka,13,31-Mar-20
kl,7,31-Mar-20
la,0,31-Mar-20
ld,0,31-Mar-20
mh,82,31-Mar-20
ml,0,31-Mar-20
mn,0,31-Mar-20
mp,19,31-Mar-20
mz,0,31-Mar-20
nl,0,31-Mar-20
or,1,31-Mar-20
pb,1,31-Mar-20
py,0,31-Mar-20
rj,14,31-Mar-20
sk,0,31-Mar-20
tg,20,31-Mar-20
tn,57,31-Mar-20
tr,0,31-Mar-20
tt,309,31-Mar-20
un,0,31-Mar-20
up,8,31-Mar-20
ut,0,31-Mar-20
wb,15,31-Mar-20
an,0,31-Mar-20
ap,0,31-Mar-20
ar,0,31-Mar-20
as,0,31-Mar-20
br,0,31-Mar-20
ch,0,31-Mar-20
ct,2,31-Mar-20
dd,0,31-Mar-20
dl,0,31-Mar-20
dn,0,31-Mar-20
ga,0,31-Mar-20
gj,2,31-Mar-20
hp,0,31-Mar-20
hr,0,31-Mar-20
jh,0,31-Mar-20
jk,0,31-Mar-20
ka,2,31-Mar-20
kl,4,31-Mar-20
la,0,31-Mar-20
ld,0,31-Mar-20
mh,0,31-Mar-20
ml,0,31-Mar-20
mn,0,31-Mar-20
mp,0,31-Mar-20
mz,0,31-Mar-20
nl,0,31-Mar-20
or,0,31-Mar-20
pb,0,31-Mar-20
py,0,31-Mar-20
rj,0,31-Mar-20
sk,0,31-Mar-20
tg,0,31-Mar-20
tn,2,31-Mar-20
tr,0,31-Mar-20
tt,15,31-Mar-20
un,0,31-Mar-20
up,0,31-Mar-20
ut,0,31-Mar-20
wb,3,31-Mar-20
an,0,31-Mar-20
ap,0,31-Mar-20
ar,0,31-Mar-20
as,0,31-Mar-20
br,0,31-Mar-20
ch,0,31-Mar-20
ct,0,31-Mar-20
dd,0,31-Mar-20
dl,0,31-Mar-20
dn,0,31-Mar-20
ga,0,31-Mar-20
gj,0,31-Mar-20
hp,0,31-Mar-20
hr,0,31-Mar-20
jh,0,31-Mar-20
jk,1,31-Mar-20
ka,0,31-Mar-20
kl,1,31-Mar-20
la,0,31-Mar-20
ld,0,31-Mar-20
mh,1,31-Mar-20
ml,0,31-Mar-20
mn,0,31-Mar-20
mp,1,31-Mar-20
mz,0,31-Mar-20
nl,0,31-Mar-20
or,0,31-Mar-20
pb,1,31-Mar-20
py,0,31-Mar-20
rj,0,31-Mar-20
sk,0,31-Mar-20
tg,0,31-Mar-20
tn,0,31-Mar-20
tr,0,31-Mar-20
tt,6,31-Mar-20
un,0,31-Mar-20
up,0,31-Mar-20
ut,0,31-Mar-20
wb,1,31-Mar-20
an,0,01-Apr-20
ap,67,01-Apr-20
ar,0,01-Apr-20
as,15,01-Apr-20
br,3,01-Apr-20
ch,2,01-Apr-20
ct,0,01-Apr-20
dd,0,01-Apr-20
dl,32,01-Apr-20
dn,0,01-Apr-20
ga,0,01-Apr-20
gj,13,01-Apr-20
hp,0,01-Apr-20
hr,0,01-Apr-20
jh,0,01-Apr-20
jk,7,01-Apr-20
ka,9,01-Apr-20
kl,24,01-Apr-20
la,0,01-Apr-20
ld,0,01-Apr-20
mh,33,01-Apr-20
ml,0,01-Apr-20
mn,0,01-Apr-20
mp,32,01-Apr-20
mz,0,01-Apr-20
nl,0,01-Apr-20
or,1,01-Apr-20
pb,4,01-Apr-20
py,2,01-Apr-20
rj,27,01-Apr-20
sk,0,01-Apr-20
tg,30,01-Apr-20
tn,110,01-Apr-20
tr,0,01-Apr-20
tt,424,01-Apr-20
un,0,01-Apr-20
up,13,01-Apr-20
ut,0,01-Apr-20
wb,0,01-Apr-20
an,0,01-Apr-20
ap,1,01-Apr-20
ar,0,01-Apr-20
as,0,01-Apr-20
br,0,01-Apr-20
ch,0,01-Apr-20
ct,0,01-Apr-20
dd,0,01-Apr-20
dl,0,01-Apr-20
dn,0,01-Apr-20
ga,0,01-Apr-20
gj,0,01-Apr-20
hp,0,01-Apr-20
hr,10,01-Apr-20
jh,0,01-Apr-20
jk,1,01-Apr-20
ka,1,01-Apr-20
kl,2,01-Apr-20
la,0,01-Apr-20
ld,0,01-Apr-20
mh,0,01-Apr-20
ml,0,01-Apr-20
mn,0,01-Apr-20
mp,0,01-Apr-20
mz,0,01-Apr-20
nl,0,01-Apr-20
or,1,01-Apr-20
pb,0,01-Apr-20
py,0,01-Apr-20
rj,0,01-Apr-20
sk,0,01-Apr-20
tg,0,01-Apr-20
tn,0,01-Apr-20
tr,0,01-Apr-20
tt,16,01-Apr-20
un,0,01-Apr-20
up,0,01-Apr-20
ut,0,01-Apr-20
wb,0,01-Apr-20
an,0,01-Apr-20
ap,0,01-Apr-20
